LEMMA	WORD_FORM	CHAR_NUMBER	ASPECT	DEFAULT	SYNT-WITH-ADJUNCTS
başla	başlayınca	10	Perf	0	obj_obl
başla	başladıklarında	15	Perf	0	nsubj_obj
başla	başladı	7	Perf	0	nsubj_obl
başla	başlamıştır	11	Perf	0	nsubj_obl
başla	başladı	7	Perf	0	nsubj
başla	başladılar	10	Perf	0	advmod
başla	başlayabilecek	14	Perf	0	obl
başla	başlamışlardı	13	Perf	0	nsubj_nsubj
başla	başladı	7	Perf	0	obl
başla	başlamış	8	Perf	0	nsubj_obl_obl
başla	başlamışlardı	13	Perf	0	advmod_nsubj
başla	başlamasından	13	Perf	0	nsubj
başla	başladığımda	12	Perf	0	obl
başla	başlamıştı	10	Perf	0	obl
başla	başlıyorlardı	13	Prog	1	obl
başla	başlıyor	8	Prog	1	obl
başla	başlıyorduk	11	Prog	1	advmod_obl
başla	başlıyor	8	Prog	1	advmod
başla	başlıyordu	10	Prog	1	advmod_nsubj
başla	başlıyorum	10	Prog	1	advmod_nsubj
bekle	beklerken	9	Imp	1	obl
bekle	bekleyebilirdim	15	Imp	1	obj_obl
bekle	beklerim	8	Imp	1	obj_obl
bekle	beklenebilir	12	Imp	1	obj_obl_obl
bekle	bekler	6	Imp	1	obj
bekle	bekler	6	Imp	1	nsubj_obl
bekle	beklemek	8	Perf	0	obj_obl
bekle	bekleyen	8	Perf	0	obl
bekle	bekleyecektim	13	Perf	0	obj
bekle	bekletilmiş	11	Perf	0	obl_obl
bekle	bekledi	7	Perf	0	nsubj_obj_obl
bekle	bekledi	7	Perf	0	obj
bekle	bekleyecek	10	Perf	0	obl_obl
bekle	beklemek	8	Perf	0	obj_obl
bekle	bekleyen	8	Perf	0	obl_obl
bekle	bekleyeceğim	12	Perf	0	obj_obl
bekle	bekletti	8	Perf	0	advmod
bekle	beklemiştim	11	Perf	0	obl_obl
bekle	bekletileceği	13	Perf	0	nmod:poss_obl
bekle	bekledim	8	Perf	0	obl
bekle	bekledim	8	Perf	0	obj
bekle	bekleyen	8	Perf	0	obl
bekle	beklenen	8	Perf	0	nsubj
bekle	beklendiğini	12	Perf	0	nmod:poss
bekle	beklediklerini	14	Perf	0	obj
bekle	beklemesinde	12	Perf	0	nmod:poss
bekle	beklemeden	10	Perf	0	obj
bekle	bekliyordu	10	Prog	1	obj_obl
bekle	bekliyor	8	Prog	1	nsubj_obj
bekle	bekliyor	8	Prog	1	nsubj
bekle	bekleniyor	10	Prog	1	obj
bekle	bekliyordu	10	Prog	1	nsubj_obj_obl
bekle	bekliyorlardı	13	Prog	1	nsubj_obj_obl
bekle	bekleniyor	10	Prog	1	nsubj
bekle	bekliyordu	10	Prog	1	obj
bekle	beklenmiyor	11	Prog	1	nsubj_obl
bekle	bekliyordum	11	Prog	1	obj
bekle	bekliyorlardı	13	Prog	1	nsubj_obj
bekle	bekliyor	8	Prog	1	nsubj_obj
belir	belirtirken	11	Imp	1	obj
belir	belirterek	10	Perf	0	obj
belir	belirten	8	Perf	0	obj
belir	belirtip	8	Perf	0	obj
belir	belirten	8	Perf	0	obj
belir	belirtip	8	Perf	0	obj
belir	belirterek	10	Perf	0	nsubj_obj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirtti	8	Perf	0	obj
belir	belirtildi	10	Perf	0	nsubj
belir	belirten	8	Perf	0	obj
belir	belirtti	8	Perf	0	advmod_nsubj_obj
belir	belirterek	10	Perf	0	obj
belir	belirtti	8	Perf	0	nsubj_obj_obj
belir	belirdi	7	Perf	0	advmod_obj
belir	belirtti	8	Perf	0	nsubj_obj_obj_obl_obl
belir	belirten	8	Perf	0	obj
belir	belirttiler	11	Perf	0	obj_obl
belir	belirterek	10	Perf	0	obj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirttiğini	12	Perf	0	nmod:poss_obj
belir	belirtildi	10	Perf	0	obj_obj
belir	belirtildi	10	Perf	0	nsubj_obl
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirtti	8	Perf	0	obj
belir	belirtilen	10	Perf	0	obl
belir	belirmişti	10	Perf	0	nsubj_obl
belir	belirterek	10	Perf	0	obj
belir	belirtildi	10	Perf	0	nsubj_obl
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirten	8	Perf	0	obj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirtti	8	Perf	0	obj
belir	belirten	8	Perf	0	obj
belir	belirterek	10	Perf	0	obj
belir	belirten	8	Perf	0	obj
belir	belirtildi	10	Perf	0	nsubj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirmiş	8	Perf	0	nsubj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirtti	8	Perf	0	nsubj_obj
belir	belirten	8	Perf	0	obj
belir	belirten	8	Perf	0	obj
belir	belirterek	10	Perf	0	nsubj_obj
belir	belirtiyorlar	13	Prog	1	obj_obl
belir	belirtiliyordu	14	Prog	1	nsubj
belir	belirtiyor	10	Prog	1	obj_obl
belirle	belirlenirken	13	Imp	1	advmod_obl_obl_obl
belirle	belirleyebilmek	15	Perf	0	obj_obl
belirle	belirlendi	10	Perf	0	nsubj_obl_obl
belirle	belirlenmesi	12	Perf	0	nsubj_obl
belirle	belirleyen	10	Perf	0	obj
belirle	belirlemede	11	Perf	0	obj
belirle	belirlemek	10	Perf	0	obj
belirle	belirlenmesinde	15	Perf	0	nmod:poss
belirle	belirleme	9	Perf	0	obj
belirle	belirlenecek	12	Perf	0	advmod_nsubj
belirle	belirlendi	10	Perf	0	nsubj
belirle	belirledim	10	Perf	0	advmod_obj
belirle	belirlenecek	12	Perf	0	nsubj_obl
belirle	belirlenen	10	Perf	0	obj
belirle	belirlenmesinde	15	Perf	0	nsubj
belirle	belirleyecek	12	Perf	0	nsubj_obj_obl
belirle	belirleneceği	13	Perf	0	nmod:poss
belirle	belirleyeceği	13	Perf	0	nmod:poss
belirle	belirlenecek	12	Perf	0	advmod_nsubj
belirle	belirleyecek	12	Perf	0	nsubj_obj
belirle	belirlemesi	11	Perf	0	obj
beğen	beğenmezsiniz	13	Imp	1	obj
beğen	beğenecek	9	Perf	0	aux:q_nsubj
beğen	beğenmişsin	11	Perf	0	advmod_nsubj_obl
beğen	beğendik	8	Perf	0	advmod_obj
beğen	beğendim	8	Perf	0	advmod_obj_obl
beğen	beğeneceksin	12	Perf	0	obj
beğen	beğendiği	9	Perf	0	obj
beğen	beğendiği	9	Perf	0	advmod_nmod:poss_obj
beğen	beğenmeyen	10	Perf	0	obj
beğen	beğenmiyor	10	Prog	1	obj
bil	bilmem	6	Imp	1	obj
bil	bilir	5	Imp	1	nsubj_obj
bil	bilmem	6	Imp	1	obj
bil	bilirim	7	Imp	1	obj_obj
bil	bilir	5	Imp	1	nsubj_obj_obl
bil	bilirdim	8	Imp	1	obj_obj
bil	bilirim	7	Imp	1	obj
bil	bilir	5	Imp	1	nsubj
bil	bilmem	6	Imp	1	aux:q
bil	bilir	5	Imp	1	obj_obl
bil	biliriz	7	Imp	1	obj
bil	bilirdi	7	Imp	1	nsubj_obj
bil	bilmez	6	Imp	1	obj
bil	bilirdi	7	Imp	1	obj
bil	bilirsiniz	10	Imp	1	ccomp
bil	bilemezdi	9	Imp	1	advmod_nsubj_obj
bil	bilemezsin	10	Imp	1	obj_obj
bil	bilemez	7	Imp	1	nsubj_obj
bil	bilirdi	7	Imp	1	obj
bil	bilmesi	7	Perf	0	obj
bil	bilmesek	8	Perf	0	advmod_advmod:emph_obl
bil	bilinen	7	Perf	0	obl
bil	bildirmeleri	12	Perf	0	obj
bil	bilsem	6	Perf	0	obj
bil	bilememiştim	12	Perf	0	obj
bil	bilmediğim	10	Perf	0	advmod_obj
bil	bildirdi	8	Perf	0	obj_obl
bil	bilemedim	9	Perf	0	obj
bil	bilemeyen	9	Perf	0	obj
bil	bilmeseler	10	Perf	0	advmod_advmod:emph
bil	bilsinler	9	Perf	0	nsubj
bil	bilmediği	9	Perf	0	nmod:poss
bil	bildiren	8	Perf	0	obj
bil	bilemese	8	Perf	0	nsubj_obj_obl
bil	bilinen	7	Perf	0	obj
bil	bildirip	8	Perf	0	obj
bil	bildiren	8	Perf	0	nsubj_obj
bil	bildiğinden	11	Perf	0	obj
bil	bilmek	6	Perf	0	obj
bil	bilsen	6	Perf	0	advmod:emph_obj
bil	bildirdi	8	Perf	0	nsubj_obj_obl
bil	bilerek	7	Perf	0	obj
bil	bildirilecek	12	Perf	0	obj_obl
bil	bilineceğinden	14	Perf	0	nmod:poss
bil	bilmenizi	9	Perf	0	obj
bil	bilinmesi	9	Perf	0	nmod:poss
bil	bilmedi	7	Perf	0	advmod
bil	bildiklerinden	14	Perf	0	nsubj_obj
bil	bilmek	6	Perf	0	obj
bil	bilmediği	9	Perf	0	nmod:poss_obj
bil	bildirdi	8	Perf	0	nsubj_obj
bil	bildirdi	8	Perf	0	nsubj_obj_obl
bil	bildirdi	8	Perf	0	nsubj_obj
bil	bildiren	8	Perf	0	obj
bil	bildirdi	8	Perf	0	nsubj_obj
bil	bildirildi	10	Perf	0	nsubj
bil	bildirdi	8	Perf	0	obj
bil	bilen	5	Perf	0	obj
bil	bildirmek	9	Perf	0	obj_obl
bil	bildirdi	8	Perf	0	nsubj_obj
bil	bilmeyecek	10	Perf	0	nsubj
bil	bilmeme	7	Perf	0	obj
bil	bildirdi	8	Perf	0	nsubj_obj
bil	bilen	5	Perf	0	obj
bil	bilmeyen	8	Perf	0	advmod_advmod_obj_obl
bil	bildirilen	10	Perf	0	nsubj
bil	bilen	5	Perf	0	obj
bil	biliyordum	10	Prog	1	obj
bil	biliyordum	10	Prog	1	advmod_obj_obl
bil	biliyoruz	9	Prog	1	obj
bil	biliyordum	10	Prog	1	obj
bil	biliyor	7	Prog	1	aux:q
bil	bilmiyor	8	Prog	1	aux:q_obj
bil	bilinmiyor	10	Prog	1	obj
bil	biliyorum	9	Prog	1	obj
bil	biliyor	7	Prog	1	aux:q_obj
bil	biliyorsunuz	12	Prog	1	obl
bil	bilmiyorum	10	Prog	1	obj
bil	bilmiyorum	10	Prog	1	obj
bil	biliyordum	10	Prog	1	nsubj_obj
bil	bilmiyor	8	Prog	1	nsubj
bil	biliyorsunuz	12	Prog	1	advmod:emph_obj_obl
bil	bilmiyorum	10	Prog	1	obj
bil	bilmiyorum	10	Prog	1	advmod:emph_obj_obj
bil	biliyorsunuz	12	Prog	1	obj
bil	biliyor	7	Prog	1	aux:q_obj
bil	biliyorum	9	Prog	1	obj
bil	biliyordun	10	Prog	1	obj
bil	bilemiyor	9	Prog	1	nsubj
bil	biliyorsun	10	Prog	1	obl
bil	biliyorsun	10	Prog	1	obl
bil	biliyorum	9	Prog	1	obj
bil	biliyoruz	9	Prog	1	obj
bil	bilmiyorum	10	Prog	1	obj
bil	biliyorsunuz	12	Prog	1	obl
bil	biliyordum	10	Prog	1	obj
bil	biliyor	7	Prog	1	nsubj_obj_obl
bil	biliyor	7	Prog	1	aux:q_obj
bil	bilmiyordu	10	Prog	1	nsubj_obj
bil	biliyorum	9	Prog	1	nsubj_obj
bil	bilmiyorum	10	Prog	1	obj
bil	biliyordum	10	Prog	1	obj
bil	biliyorsun	10	Prog	1	nsubj_obj
bil	bilmiyoruz	10	Prog	1	nsubj_obj
bil	bilemiyorum	11	Prog	1	obj
bil	biliyorsunuz	12	Prog	1	obl
bil	bilmiyorum	10	Prog	1	obj
bil	bilmiyordum	11	Prog	1	obj
bil	biliyorlardı	12	Prog	1	obj
bil	biliyordum	10	Prog	1	obj
bil	bilmiyorum	10	Prog	1	advmod_obj
bil	biliyor	7	Prog	1	nsubj_obj
bil	biliyordu	9	Prog	1	advmod_obj
bil	bilemiyorum	11	Prog	1	obj
bil	biliyorum	9	Prog	1	obj
bil	bilemiyordu	11	Prog	1	obj
bil	bilmiyorum	10	Prog	1	advmod_obj
bil	bilmiyordu	10	Prog	1	nsubj_obj_obl
bil	bilmiyorum	10	Prog	1	obj
bil	biliyor	7	Prog	1	aux:q_obj_obl_obl
bil	bilmiyorum	10	Prog	1	obj
bil	bilmiyoruz	10	Prog	1	obj
bil	biliyorum	9	Prog	1	obj
bil	biliyorsunuz	12	Prog	1	advmod_obj
bit	bitermiş	8	Imp	1	nsubj
bit	bittiğini	9	Perf	0	nmod:poss
bit	bitince	7	Perf	0	nsubj
bit	bitmiş	6	Perf	0	nsubj
bit	bitecek	7	Perf	0	obl
bit	bitecek	7	Perf	0	obj
bit	bitti	5	Perf	0	nsubj
bit	bitti	5	Perf	0	obj
bit	bitmiş	6	Perf	0	nsubj
bit	bitmiştir	9	Perf	0	nsubj
bit	bitmiş	6	Perf	0	obj
bit	bitmesini	9	Perf	0	obj_obl
bit	bittiğini	9	Perf	0	nmod:poss
bit	bitmişti	8	Perf	0	advmod_nsubj
bit	bitmişti	8	Perf	0	nsubj
bit	bittikten	9	Perf	0	nsubj
bit	bitse	5	Perf	0	advmod_nsubj
bit	bitmeyecekmiş	13	Perf	0	nsubj
bit	bitince	7	Perf	0	obj
bit	bitecek	7	Perf	0	nsubj
bit	bitmiş	6	Perf	0	nsubj_obl
bit	bitmiş	6	Perf	0	obj
bit	bitiyor	7	Prog	1	obj
bit	bitiyor	7	Prog	1	nsubj_obl
bit	bitmiyordu	10	Prog	1	nsubj
bitir	bitirirsiniz	12	Imp	1	advmod_obj_obl
bitir	bitirip	7	Perf	0	obj
bitir	bitirmiş	8	Perf	0	obj
bitir	bitirdim	8	Perf	0	nsubj_obj_obl
bitir	bitirme	7	Perf	0	obj
bitir	bitir	5	Perf	0	advmod_obj
bitir	bitirelim	9	Perf	0	obj
bitir	bitirmişti	10	Perf	0	nsubj_obj_obl
bitir	bitirmiş	8	Perf	0	nsubj_obj
bitir	bitiren	7	Perf	0	obj
bitir	bitirip	7	Perf	0	advmod_nsubj_obj
bitir	bitirdikten	11	Perf	0	obj
bitir	bitirdi	7	Perf	0	nsubj_obj
bitir	bitirdim	8	Perf	0	obj
boz	bozulur	7	Imp	1	nsubj
boz	bozulur	7	Imp	1	nsubj
boz	bozduğu	7	Perf	0	obj
boz	bozan	5	Perf	0	obj
boz	bozduğunu	9	Perf	0	nsubj_obj
boz	bozdu	5	Perf	0	obj_obj
boz	bozuldu	7	Perf	0	nsubj
boz	bozuluyor	9	Prog	1	nsubj_obj
bul	bulur	5	Imp	1	nsubj_obj_obl_obl
bul	bulursun	8	Imp	1	obj
bul	bulursanız	10	Imp	1	obj
bul	bulamazsam	10	Imp	1	advmod_obj
bul	bulursam	8	Imp	1	obj_obj
bul	bulur	5	Imp	1	nsubj_obj
bul	bulunmazdı	10	Imp	1	nsubj_obl
bul	bulamazlar	10	Imp	1	obj
bul	bulurlarmış	11	Imp	1	obj_obl
bul	bulamaz	7	Imp	1	advmod_aux:q
bul	bulabilirsiniz	14	Imp	1	obj_obl_obl
bul	bulabiliriz	11	Imp	1	obj_obl
bul	bulamazsın	10	Imp	1	advmod_obj_obl
bul	buldu	5	Perf	0	nsubj_obl_obl
bul	buldu	5	Perf	0	nsubj_obj
bul	bulunduğu	9	Perf	0	nmod:poss_obl
bul	bulmuşsun	9	Perf	0	obj
bul	bulabilmiş	10	Perf	0	obj_obl_obl
bul	bulmamışlardı	13	Perf	0	obj
bul	bulduğumu	9	Perf	0	obj
bul	bulunan	7	Perf	0	obl
bul	bulduk	6	Perf	0	obj
bul	bulmak	6	Perf	0	obj_obl_obl
bul	bulamaması	10	Perf	0	nsubj_obj
bul	buldular	8	Perf	0	advmod_obj
bul	bulmak	6	Perf	0	obj_obl
bul	bulmaya	7	Perf	0	advmod_obj
bul	bulunduğu	9	Perf	0	nmod:poss_obl
bul	bulunabilmek	12	Perf	0	obl
bul	bulup	5	Perf	0	obj
bul	buldunuz	8	Perf	0	obj_obl
bul	bulunca	7	Perf	0	obj
bul	bulunan	7	Perf	0	obl
bul	bulabileceklerdi	16	Perf	0	obj
bul	buldun	6	Perf	0	advmod_obj
bul	buldun	6	Perf	0	advmod_obj
bul	bulmak	6	Perf	0	advmod_obj_obl
bul	bulmuş	6	Perf	0	obj_obl
bul	bulan	5	Perf	0	obj
bul	bulan	5	Perf	0	obj_obl_obl
bul	buldu	5	Perf	0	nsubj_obj_obj_obl_obl_obl
bul	buldu	5	Perf	0	nsubj_obj
bul	bulmadı	7	Perf	0	advmod_obj_obj_obl
bul	bulan	5	Perf	0	nsubj_obj_obl
bul	bulmuşlardı	11	Perf	0	obj_obl
bul	bulun	5	Perf	0	nsubj
bul	bulduğum	8	Perf	0	nmod:poss
bul	bularak	7	Perf	0	obj
bul	buldum	6	Perf	0	aux:q_obj
bul	bulamayacağım	13	Perf	0	advmod_advmod_obj
bul	bulduğu	7	Perf	0	nmod:poss
bul	bulacağınıza	12	Perf	0	nsubj
bul	bulamayıp	9	Perf	0	obj
bul	bulabilmek	10	Perf	0	obj
bul	buldu	5	Perf	0	nsubj_obj
bul	bulmalıyım	10	Perf	0	obj
bul	buldun	6	Perf	0	obl
bul	bulduk	6	Perf	0	obl_obl
bul	bulmuş	6	Perf	0	obl
bul	bulmak	6	Perf	0	obj
bul	bulsam	6	Perf	0	obj
bul	buldum	6	Perf	0	obj
bul	bulsun	6	Perf	0	nsubj_obj
bul	bulmamız	8	Perf	0	obj
bul	bulmalıyım	10	Perf	0	obl
bul	bulmaya	7	Perf	0	obj
bul	bulabildiği	11	Perf	0	obj
bul	bulunuyor	9	Prog	1	nsubj_obl_obl
bul	bulamıyorlardı	14	Prog	1	obj
bul	bulmuyorum	10	Prog	1	obj
bul	bulunamıyor	11	Prog	1	nsubj
bul	buluyor	7	Prog	1	obj_obj
bul	buluyor	7	Prog	1	advmod_advmod_obj
bul	buluyordum	10	Prog	1	nsubj_obj
bul	buluyor	7	Prog	1	nsubj_obj
bul	bulamıyorum	11	Prog	1	obj
bul	buluyorsun	10	Prog	1	advmod:emph_obj_obl
bulun	bulunmazdım	11	Imp	1	obl_obl
bulun	bulunmazdım	11	Imp	1	obl_obl
bulun	bulunmadı	9	Perf	0	advmod_nsubj_obl
bulun	bulunduğu	9	Perf	0	nmod:poss
bulun	bulunduklarını	14	Perf	0	obl_obl
bulun	bulunan	7	Perf	0	obl_obl
bulun	bulunan	7	Perf	0	obl
bulun	bulunmadığına	13	Perf	0	advmod_obj_obj_obl
bulun	bulunmalıdır	12	Perf	0	obl
bulun	bulunduklarını	14	Perf	0	obl
bulun	bulunduğu	9	Perf	0	nmod:poss
bulun	bulunmuşsunuz	13	Perf	0	advmod_obl
bulun	bulunduğu	9	Perf	0	nmod:poss
bulun	bulunan	7	Perf	0	nsubj_obl
bulun	bulundum	8	Perf	0	obl
bulun	bulunmaması	11	Perf	0	advmod:emph_nmod:poss_obl
bulun	bulunan	7	Perf	0	nsubj_obl
bulun	bulunduğumuz	12	Perf	0	obl
bulun	bulunmuyor	10	Prog	1	nsubj_obl
bulun	bulunuyor	9	Prog	1	obl
büyü	büyüdü	6	Perf	0	advmod_nsubj
büyü	büyüsün	7	Perf	0	advmod
büyü	büyümenin	9	Perf	0	advmod
büyü	büyüdü	6	Perf	0	nsubj
büyü	büyütülüyor	11	Prog	1	obl
büyü	büyüyordu	9	Prog	1	nsubj
büyü	büyüyordu	9	Prog	1	nsubj
bırak	bırakır	7	Imp	1	nsubj_obj_obl
bırak	bırakır	7	Imp	1	aux:q
bırak	bırakmaz	8	Imp	1	obj_obl
bırak	bırakmaz	8	Imp	1	obj
bırak	bırakılamaz	11	Imp	1	nsubj_obl
bırak	bırakılan	9	Perf	0	obl
bırak	bıraktı	7	Perf	0	obj
bırak	bırakmayın	10	Perf	0	advmod_nsubj
bırak	bıraksa	7	Perf	0	advmod:emph_nsubj_obj
bırak	bıraktı	7	Perf	0	obj
bırak	bıraktı	7	Perf	0	nsubj_obj_obl_obl
bırak	bıraktık	8	Perf	0	obj
bırak	bırakmış	8	Perf	0	nsubj_obj_obl
bırak	bıraktıktan	11	Perf	0	advmod_obj_obl
bırak	bırakmadan	10	Perf	0	advmod_obj
bırak	bırakıldık	10	Perf	0	nsubj_obl
bırak	bırakıldı	9	Perf	0	nsubj_nsubj_obl
bırak	bıraktı	7	Perf	0	nsubj_obj_obl
bırak	bıraktığı	9	Perf	0	nmod:poss_obl
bırak	bırakmaya	9	Perf	0	obj_obl
bırak	bıraktı	7	Perf	0	obj
bırak	bıraktığım	10	Perf	0	obl
bırak	bırakan	7	Perf	0	obj
bırak	bırakmanın	10	Perf	0	obj
bırak	bırakmıştı	10	Perf	0	nsubj_obj
bırak	bırakıp	7	Perf	0	nsubj_obj
bırak	bıraktığında	12	Perf	0	advmod_nsubj_obj
bırak	bırakıp	7	Perf	0	obj
bırak	bıraktın	8	Perf	0	advmod_obj
bırak	bırakmak	8	Perf	0	obj
bırak	bırakmadım	10	Perf	0	obj
bırak	bırakarak	9	Perf	0	obj_obl
bırak	bıraktı	7	Perf	0	advmod_nsubj_obj_obl_obl
bırak	bırakan	7	Perf	0	obj_obl
bırak	bıraktı	7	Perf	0	obj
bırak	bırakıp	7	Perf	0	obj
bırak	bırakmayın	10	Perf	0	obj
bırak	bırakılıyor	11	Prog	1	obl
de	derse	5	Imp	1	nsubj_obj
de	denmez	6	Imp	1	nsubj
de	denir	5	Imp	1	csubj
de	der	3	Imp	1	obj_obj_obl_obl
de	dersen	6	Imp	1	advmod_nsubj
de	derim	5	Imp	1	nsubj_obl
de	der	3	Imp	1	advmod_nsubj
de	derlermiş	9	Imp	1	ccomp_obl
de	der	3	Imp	1	obj
de	diyebiliriz	11	Imp	1	obj_obl
de	der	3	Imp	1	nsubj_obj
de	derdi	5	Imp	1	obj_obl
de	diyebiliriz	11	Imp	1	obj
de	denmezdi	8	Imp	1	advmod:emph_nsubj
de	derlerdi	8	Imp	1	advmod:emph_nsubj
de	diyemezdim	10	Imp	1	obj_obl
de	derdi	5	Imp	1	advmod:emph_nsubj
de	diyebilir	9	Imp	1	aux:q_nsubj_obj_obl
de	denir	5	Imp	1	obj_obl
de	dersiniz	8	Imp	1	advmod
de	denir	5	Imp	1	nsubj
de	derdik	6	Imp	1	obj
de	denebilir	9	Imp	1	advmod_advmod_obj
de	denebilir	9	Imp	1	nsubj
de	derim	5	Imp	1	obj
de	dersiniz	8	Imp	1	obj
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	diyen	5	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	ccomp
de	dedi	4	Perf	0	obj
de	diyerek	7	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	advmod_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	ccomp
de	dedi	4	Perf	0	obj
de	demek	5	Perf	0	nsubj_obj
de	dedi	4	Perf	0	obj
de	demişti	7	Perf	0	obj
de	dedi	4	Perf	0	advmod_nsubj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj_obl
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj_obj_obl
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	demişler	8	Perf	0	obj_obl
de	dedim	5	Perf	0	advmod
de	demek	5	Perf	0	obj
de	dedi	4	Perf	0	ccomp
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	obj_obl
de	demiş	5	Perf	0	obj
de	dedi	4	Perf	0	obj
de	demiş	5	Perf	0	advmod_nsubj
de	demiş	5	Perf	0	obj
de	demek	5	Perf	0	nsubj_obj_obl
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	obj
de	demek	5	Perf	0	obj
de	dedim	5	Perf	0	advmod
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj_obl
de	denen	5	Perf	0	nsubj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj_obl
de	denecek	7	Perf	0	obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	obj
de	diyerek	7	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj_obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	demişti	7	Perf	0	ccomp
de	demiş	5	Perf	0	obj
de	demek	5	Perf	0	nsubj_obj
de	demiştim	8	Perf	0	ccomp_obl
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj_obl
de	demek	5	Perf	0	nsubj_obl
de	dedi	4	Perf	0	nsubj_obj
de	demişti	7	Perf	0	nsubj_obj
de	diyeceğimi	10	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dediler	7	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedim	5	Perf	0	obj
de	diyecektik	10	Perf	0	obj
de	demek	5	Perf	0	obj
de	desek	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	nsubj
de	demeyin	7	Perf	0	advmod_nsubj
de	dedi	4	Perf	0	nsubj_obj
de	demişti	7	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	diyerek	7	Perf	0	obj
de	dedi	4	Perf	0	nsubj
de	diyerek	7	Perf	0	obl
de	dedi	4	Perf	0	nsubj_obj_obl
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	demek	5	Perf	0	obj
de	dedi	4	Perf	0	obj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	advmod_nsubj_obj
de	dedi	4	Perf	0	nsubj_obj_obl
de	dedi	4	Perf	0	ccomp_nsubj_obl
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	ccomp_nsubj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	obj
de	demek	5	Perf	0	nsubj_obj
de	dedik	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	obj
de	diyecektim	10	Perf	0	obj_obl
de	dedi	4	Perf	0	obj
de	dedim	5	Perf	0	obj
de	diyerek	7	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedim	5	Perf	0	obj_obl
de	diyen	5	Perf	0	obj
de	demek	5	Perf	0	nsubj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	nsubj_nsubj
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dedim	5	Perf	0	obj
de	dedi	4	Perf	0	nsubj_obj
de	dediler	7	Perf	0	obl
de	dedi	4	Perf	0	advmod_nsubj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	nsubj_obj
de	dedi	4	Perf	0	ccomp
de	dedi	4	Perf	0	obj
de	dedi	4	Perf	0	obj
de	demek	5	Perf	0	nsubj_obj
de	diyin	5	Perf	0	obj_obl
de	dedim	5	Perf	0	obj
de	dedim	5	Perf	0	obj
de	desem	5	Perf	0	obj
de	dese	4	Perf	0	obj
de	dedim	5	Perf	0	nsubj_obj
